Hotel_Name,Hotel_Rating,City,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Hotel_Price,Hotel_Link
Hotel The Grand Palace,4.1,ghaziabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,Room service,2131.0,https://www.agoda.com/search?text=Hotel%20The%20Grand%20Palace%20ghaziabad%20India
Hotel Krishna Sagar,4.0,ghaziabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,3819.0,https://www.agoda.com/search?text=Hotel%20Krishna%20Sagar%20ghaziabad%20India
Bharat Guest House by Golden Plate,4.2,ghaziabad,Free breakfast,Free breakfast,Free Wi-Fi,Wheelchair accessible,Pool,Restaurant,Room service,Fitness center,No fitness center,2464.0,https://www.agoda.com/search?text=Bharat%20Guest%20House%20by%20Golden%20Plate%20ghaziabad%20India
Itsy by Treebo - Royal Galaxy,4.0,allahabad,Free breakfast,Free Wi-Fi,Paid parking,Pool,Pet-friendly,Room service,Kitchen,Full-service laundry,Airport shuttle,1342.0,https://www.agoda.com/search?text=Itsy%20by%20Treebo%20-%20Royal%20Galaxy%20allahabad%20India
Hotel Ravisha Continental,4.0,allahabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,3486.0,https://www.agoda.com/search?text=Hotel%20Ravisha%20Continental%20allahabad%20India
Hotel Triveni Darshan,4.1,allahabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,1429.0,https://www.agoda.com/search?text=Hotel%20Triveni%20Darshan%20allahabad%20India
The Prayaraj House,3.0,allahabad,3-star hotel,Free breakfast,Air conditioning,Fireplace,Cable TV,Paid parking,No crib,No elevator,No fitness center,1216.0,https://www.agoda.com/search?text=The%20Prayaraj%20House%20allahabad%20India
Hotel Prayag,3.5,allahabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,1680.0,https://www.agoda.com/search?text=Hotel%20Prayag%20allahabad%20India
Grand Continental Hotel,4.1,allahabad,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,4309.0,https://www.agoda.com/search?text=Grand%20Continental%20Hotel%20allahabad%20India
"Hotel Kanha Shyam, Prayagraj",4.1,allahabad,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Spa,Bar,Restaurant,4375.0,https://www.agoda.com/search?text=Hotel%20Kanha%20Shyam%2C%20Prayagraj%20allahabad%20India
WelcomHeritage Badi Kothi,4.3,allahabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,Full-service laundry,6738.0,https://www.agoda.com/search?text=WelcomHeritage%20Badi%20Kothi%20allahabad%20India
Hotel Hira Inn,4.8,allahabad,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Full-service laundry,Spa,Room service,3226.0,https://www.agoda.com/search?text=Hotel%20Hira%20Inn%20allahabad%20India
Luxmi Hotel,2.9,allahabad,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,646.0,https://www.agoda.com/search?text=Luxmi%20Hotel%20allahabad%20India
Hotel Milan (A Boutique Hotel),3.6,allahabad,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,1572.0,https://www.agoda.com/search?text=Hotel%20Milan%20%28A%20Boutique%20Hotel%29%20allahabad%20India
Hotel Haidri Inn,3.4,allahabad,Free Wi-Fi,Free parking,Pool,Air conditioning,Room service,Kitchen,Full-service laundry,No crib,Spa,569.0,https://www.agoda.com/search?text=Hotel%20Haidri%20Inn%20allahabad%20India
Orchard One Hotel,3.9,allahabad,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,Kid-friendly,3040.0,https://www.agoda.com/search?text=Orchard%20One%20Hotel%20allahabad%20India
City Hotel,3.1,allahabad,2-star hotel,Free Wi-Fi,Pool,Air conditioning,Pet-friendly,Restaurant,Kitchen,Full-service laundry,Kid-friendly,816.0,https://www.agoda.com/search?text=City%20Hotel%20allahabad%20India
Hotel Fortune Suites,4.9,allahabad,Free Wi-Fi,Free parking,Pool,Free parking,Air conditioning,Fitness center,Fitness center,Airport shuttle,No fitness center,1736.0,https://www.agoda.com/search?text=Hotel%20Fortune%20Suites%20allahabad%20India
Hotel Prayag Inn,3.9,allahabad,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,2470.0,https://www.agoda.com/search?text=Hotel%20Prayag%20Inn%20allahabad%20India
Advantage Inn,4.6,allahabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Room service,Full-service laundry,Smoke-free,Full-service laundry,Restaurant,2423.0,https://www.agoda.com/search?text=Advantage%20Inn%20allahabad%20India
Landmark Inn,4.3,allahabad,Free breakfast,Free Wi-Fi,Paid parking,Room service,Kitchen,Full-service laundry,Kid-friendly,Full-service laundry,Room service,2622.0,https://www.agoda.com/search?text=Landmark%20Inn%20allahabad%20India
"Millennium Inn, Prayagraj",4.2,allahabad,4-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,4631.0,https://www.agoda.com/search?text=Millennium%20Inn%2C%20Prayagraj%20allahabad%20India
Stay Inn Hotel,3.7,allahabad,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,1535.0,https://www.agoda.com/search?text=Stay%20Inn%20Hotel%20allahabad%20India
Hotel Hira Inn,4.8,allahabad,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Full-service laundry,Room service,Room service,4212.0,https://www.agoda.com/search?text=Hotel%20Hira%20Inn%20allahabad%20India
City Hotel,3.1,allahabad,2-star hotel,Free Wi-Fi,Pool,Air conditioning,Pet-friendly,Restaurant,Kitchen,Full-service laundry,Kid-friendly,817.0,https://www.agoda.com/search?text=City%20Hotel%20allahabad%20India
Treebo Trend Grand Town House,4.2,faridabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,1578.0,https://www.agoda.com/search?text=Treebo%20Trend%20Grand%20Town%20House%20faridabad%20India
Hotel Sewa Grand,3.6,faridabad,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,2963.0,https://www.agoda.com/search?text=Hotel%20Sewa%20Grand%20faridabad%20India
Vibe By The LaLiT Traveller,4.0,faridabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,2763.0,https://www.agoda.com/search?text=Vibe%20By%20The%20LaLiT%20Traveller%20faridabad%20India
Goldfinch Hotel Delhi NCR,3.9,faridabad,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,3829.0,https://www.agoda.com/search?text=Goldfinch%20Hotel%20Delhi%20NCR%20faridabad%20India
Vivanta Surajkund,4.5,faridabad,5-star hotel,Breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,6946.0,https://www.agoda.com/search?text=Vivanta%20Surajkund%20faridabad%20India
"Radisson Blu Hotel, Faridabad",4.6,faridabad,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,6437.0,https://www.agoda.com/search?text=Radisson%20Blu%20Hotel%2C%20Faridabad%20faridabad%20India
Hotel Delite,3.9,faridabad,Free breakfast,Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,Accessible,2940.0,https://www.agoda.com/search?text=Hotel%20Delite%20faridabad%20India
Park Plaza Faridabad,4.1,faridabad,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,7252.0,https://www.agoda.com/search?text=Park%20Plaza%20Faridabad%20faridabad%20India
Lavit Hotel,4.2,faridabad,3-star hotel,Breakfast,Free Wi-Fi,Kitchen,Pool,Restaurant,Free Wi-Fi,Room service,No fitness center,2329.0,https://www.agoda.com/search?text=Lavit%20Hotel%20faridabad%20India
Sarovar Portico Surajkund,3.9,faridabad,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Restaurant,Room service,Airport shuttle,4021.0,https://www.agoda.com/search?text=Sarovar%20Portico%20Surajkund%20faridabad%20India
Ceremony Hotel and Banquets,4.1,faridabad,2-star hotel,Breakfast,Free Wi-Fi,Paid parking,Restaurant,Breakfast,Bar,Restaurant,No fitness center,1282.0,https://www.agoda.com/search?text=Ceremony%20Hotel%20and%20Banquets%20faridabad%20India
Ginger Faridabad,3.6,faridabad,3-star hotel,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,Kid-friendly,3023.0,https://www.agoda.com/search?text=Ginger%20Faridabad%20faridabad%20India
Hotel Bay Laurel Retreat,4.3,faridabad,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Restaurant,Full-service laundry,3724.0,https://www.agoda.com/search?text=Hotel%20Bay%20Laurel%20Retreat%20faridabad%20India
SKY MANSION,4.3,faridabad,Free Wi-Fi,Breakfast,Free Wi-Fi,Free parking,Pool,Kitchen,Kitchen,Kitchen,Kitchen,3344.0,https://www.agoda.com/search?text=SKY%20MANSION%20faridabad%20India
Hotel View - A Boutique Hotel,4.2,faridabad,4-star hotel,Free Wi-Fi,Paid parking,Kitchen,Restaurant,Air conditioning,Pet-friendly,Airport shuttle,Smoke-free,1337.0,https://www.agoda.com/search?text=Hotel%20View%20-%20A%20Boutique%20Hotel%20faridabad%20India
Hotel Saffron Kiran,3.9,faridabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service,3004.0,https://www.agoda.com/search?text=Hotel%20Saffron%20Kiran%20faridabad%20India
Vibe By The LaLiT Traveller,4.0,faridabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,3890.0,https://www.agoda.com/search?text=Vibe%20By%20The%20LaLiT%20Traveller%20faridabad%20India
Goldfinch Hotel Delhi NCR,3.9,faridabad,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,5039.0,https://www.agoda.com/search?text=Goldfinch%20Hotel%20Delhi%20NCR%20faridabad%20India
Canary Inn,3.9,hazaribagh,Free breakfast,Free breakfast,Free Wi-Fi,Air conditioning,Air conditioning,Air conditioning,Restaurant,Free Wi-Fi,Restaurant,3483.0,https://www.agoda.com/search?text=Canary%20Inn%20hazaribagh%20India
Hotel Nikunj,4.0,hazaribagh,Free Wi-Fi,Paid parking,Room service,Kitchen,Full-service laundry,Air conditioning,Room service,Fitness center,Accessible,2722.0,https://www.agoda.com/search?text=Hotel%20Nikunj%20hazaribagh%20India
Hotel Hill Side,3.8,hazaribagh,Free breakfast,Free Wi-Fi,Paid parking,Pool,Kitchen,Full-service laundry,Room service,Kitchen,Bar,1411.0,https://www.agoda.com/search?text=Hotel%20Hill%20Side%20hazaribagh%20India
Canary Inn,3.9,hazaribagh,3-star hotel,Wi-Fi,Beach access,Pool,Paid parking,Restaurant,Fitness center,Full-service laundry,Airport shuttle,3357.0,https://www.agoda.com/search?text=Canary%20Inn%20hazaribagh%20India
Hotel Skylok,3.3,hazaribagh,Free Wi-Fi,Kitchen,Full-service laundry,Kid-friendly,Fitness center,Air conditioning,Restaurant,Room service,Full-service laundry,6771.0,https://www.agoda.com/search?text=Hotel%20Skylok%20hazaribagh%20India
Hotel Sri Vinayak,3.8,hazaribagh,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Kitchen,Full-service laundry,4272.0,https://www.agoda.com/search?text=Hotel%20Sri%20Vinayak%20hazaribagh%20India
Hotel Aranya Vihar,4.2,hazaribagh,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,2563.0,https://www.agoda.com/search?text=Hotel%20Aranya%20Vihar%20hazaribagh%20India
Hotel Samrat Inn,3.6,hazaribagh,Free Wi-Fi,Paid parking,Air conditioning,Kitchen,Full-service laundry,Kid-friendly,Room service,No elevator,Airport shuttle,3515.0,https://www.agoda.com/search?text=Hotel%20Samrat%20Inn%20hazaribagh%20India
Hotel AK International,3.6,hazaribagh,3-star hotel,Free Wi-Fi,Paid parking,Air conditioning,No air conditioning,Air conditioning,Room service,Airport shuttle,Full-service laundry,4060.0,https://www.agoda.com/search?text=Hotel%20AK%20International%20hazaribagh%20India
Hotel Nikunj,4.0,hazaribagh,Free Wi-Fi,Paid parking,Room service,Kitchen,Full-service laundry,Air conditioning,Restaurant,Room service,Full-service laundry,1845.0,https://www.agoda.com/search?text=Hotel%20Nikunj%20hazaribagh%20India
Hotel Yamuna palace,3.6,hazaribagh,Free Wi-Fi,Paid parking,Air conditioning,Kitchen,Full-service laundry,Kitchen,Room service,Full-service laundry,Bar,2079.0,https://www.agoda.com/search?text=Hotel%20Yamuna%20palace%20hazaribagh%20India
Hotel Nandgaon & Highway Delight Veg. Restaurant,3.8,hazaribagh,3-star hotel,Free breakfast,Free parking,Air conditioning,Restaurant,Airport shuttle,Full-service laundry,Kid-friendly,No airport shuttle,1526.0,https://www.agoda.com/search?text=Hotel%20Nandgaon%20%26%20Highway%20Delight%20Veg.%20Restaurant%20hazaribagh%20India
Hotel Bhandara Park,4.0,hazaribagh,Free Wi-Fi,Kitchen,Full-service laundry,Elevator,Air conditioning,Air conditioning,Fitness center,Airport shuttle,Room service,2527.0,https://www.agoda.com/search?text=Hotel%20Bhandara%20Park%20hazaribagh%20India
"Manokamna Restaurant, Bar & Lodge",3.7,hazaribagh,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,Full-service laundry,Airport shuttle,5123.0,https://www.agoda.com/search?text=Manokamna%20Restaurant%2C%20Bar%20%26%20Lodge%20hazaribagh%20India
"Manokamna Restaurant, Bar & Lodge",3.7,hazaribagh,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,Fitness center,Accessible,5199.0,https://www.agoda.com/search?text=Manokamna%20Restaurant%2C%20Bar%20%26%20Lodge%20hazaribagh%20India
Hotel Aranya Vihar,4.2,hazaribagh,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,2600.0,https://www.agoda.com/search?text=Hotel%20Aranya%20Vihar%20hazaribagh%20India
Hotel Om Inn,4.9,gandhinagar,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Air conditioning,Bar,Full-service laundry,Airport shuttle,2240.0,https://www.agoda.com/search?text=Hotel%20Om%20Inn%20gandhinagar%20India
Hotel The Grand Vinayak,4.3,gandhinagar,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,Smoke-free,2034.0,https://www.agoda.com/search?text=Hotel%20The%20Grand%20Vinayak%20gandhinagar%20India
Hotel Green City,4.2,gandhinagar,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,1818.0,https://www.agoda.com/search?text=Hotel%20Green%20City%20gandhinagar%20India
Infocity Club And Resort,4.2,gandhinagar,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Kitchen,Accessible,3640.0,https://www.agoda.com/search?text=Infocity%20Club%20And%20Resort%20gandhinagar%20India
Hotel Prominent Corporate Residency,4.3,gandhinagar,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Kitchen,4256.0,https://www.agoda.com/search?text=Hotel%20Prominent%20Corporate%20Residency%20gandhinagar%20India
7 Wonders Hotel & Restaurant,4.1,gandhinagar,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,2190.0,https://www.agoda.com/search?text=7%20Wonders%20Hotel%20%26%20Restaurant%20gandhinagar%20India
Hotel The Grand Vinayak,4.3,gandhinagar,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,Smoke-free,2034.0,https://www.agoda.com/search?text=Hotel%20The%20Grand%20Vinayak%20gandhinagar%20India
Hotel Midway Residency,3.5,gandhinagar,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,Full-service laundry,1454.0,https://www.agoda.com/search?text=Hotel%20Midway%20Residency%20gandhinagar%20India
"Fortune Inn Haveli, Gandhinagar - Member ITC's hotel group",4.4,gandhinagar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Restaurant,Room service,7224.0,https://www.agoda.com/search?text=Fortune%20Inn%20Haveli%2C%20Gandhinagar%20-%20Member%20ITC%27s%20hotel%20group%20gandhinagar%20India
Skylon Hotel,4.4,gandhinagar,Pool,Air conditioning,Wi-Fi,Paid parking,Restaurant,Kid-friendly,Smoke-free,Kitchen,Airport shuttle,1698.0,https://www.agoda.com/search?text=Skylon%20Hotel%20gandhinagar%20India
The Leela Gandhinagar,4.6,gandhinagar,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,11682.0,https://www.agoda.com/search?text=The%20Leela%20Gandhinagar%20gandhinagar%20India
Hotel Middletown,4.0,gandhinagar,Free breakfast,Free Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,Bar,1904.0,https://www.agoda.com/search?text=Hotel%20Middletown%20gandhinagar%20India
Super OYO Hotel Siddharth Inn,3.8,gandhinagar,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Kitchen,Full-service laundry,1315.0,https://www.agoda.com/search?text=Super%20OYO%20Hotel%20Siddharth%20Inn%20gandhinagar%20India
Cambay Sapphire Gandhinagar,3.4,gandhinagar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,4284.0,https://www.agoda.com/search?text=Cambay%20Sapphire%20Gandhinagar%20gandhinagar%20India
Hotel Berlin - Gandhinagar,3.8,gandhinagar,Free breakfast,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,1853.0,https://www.agoda.com/search?text=Hotel%20Berlin%20-%20Gandhinagar%20gandhinagar%20India
Hotel tulsi palace,3.7,gandhinagar,Free breakfast,Breakfast,Free Wi-Fi,Free parking,Bar,Free parking,Bar,Restaurant,Room service,1230.0,https://www.agoda.com/search?text=Hotel%20tulsi%20palace%20gandhinagar%20India
Hotel President Inn,3.8,gandhinagar,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Kitchen,Full-service laundry,Smoke-free,2194.0,https://www.agoda.com/search?text=Hotel%20President%20Inn%20gandhinagar%20India
"FabHotel Siddharth Corporate - Hotels in Vavol, Gandhinagar",4.2,gandhinagar,Breakfast,Free Wi-Fi,Paid parking,Air conditioning,Room service,Full-service laundry,Kid-friendly,Accessible,Bar,1916.0,https://www.agoda.com/search?text=FabHotel%20Siddharth%20Corporate%20-%20Hotels%20in%20Vavol%2C%20Gandhinagar%20gandhinagar%20India
HOTEL HILL CITY,4.4,gandhinagar,Free Wi-Fi,Paid parking,Air conditioning,Room service,Airport shuttle,Full-service laundry,Fitness center,Full-service laundry,No fitness center,2240.0,https://www.agoda.com/search?text=HOTEL%20HILL%20CITY%20gandhinagar%20India
Hotel Om Inn,4.9,gandhinagar,3-star hotel,Free Wi-Fi,Free parking,Free parking,Airport shuttle,Room service,Fitness center,No crib,Airport shuttle,2240.0,https://www.agoda.com/search?text=Hotel%20Om%20Inn%20gandhinagar%20India
Perfect Room in Perfect Bungalow,3.6,gandhinagar,4-star hotel,Free breakfast,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,No elevator,3710.0,https://www.agoda.com/search?text=Perfect%20Room%20in%20Perfect%20Bungalow%20gandhinagar%20India
Rooms in a Fully Furnished Bungalow,4.1,gandhinagar,Villa,Free breakfast,12 bathrooms,Air conditioning,Fireplace,Paid parking,Free Wi-Fi,No crib,No elevator,5600.0,https://www.agoda.com/search?text=Rooms%20in%20a%20Fully%20Furnished%20Bungalow%20gandhinagar%20India
FabHotel Prime Blue Moon,4.2,gandhinagar,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,3312.0,https://www.agoda.com/search?text=FabHotel%20Prime%20Blue%20Moon%20gandhinagar%20India
Hotel Siddharth inn,3.9,gandhinagar,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,Kid-friendly,2333.0,https://www.agoda.com/search?text=Hotel%20Siddharth%20inn%20gandhinagar%20India
Hotel TRIDEV,4.0,varanasi,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Fitness center,Restaurant,Room service,Airport shuttle,3808.0,https://www.agoda.com/search?text=Hotel%20TRIDEV%20varanasi%20India
"Hotel Surya, Kaiser Palace",4.2,varanasi,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Spa,Bar,4214.0,https://www.agoda.com/search?text=Hotel%20Surya%2C%20Kaiser%20Palace%20varanasi%20India
Varanasi Villa,4.4,varanasi,4-star hotel,Free breakfast,12 bathrooms,Air conditioning,Kid-friendly,Kitchen,Pet-friendly,Free Wi-Fi,No fitness center,2778.0,https://www.agoda.com/search?text=Varanasi%20Villa%20varanasi%20India
Hotel Four Element,4.4,varanasi,Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Full-service laundry,Accessible,Airport shuttle,3566.0,https://www.agoda.com/search?text=Hotel%20Four%20Element%20varanasi%20India
goSTOPS Varanasi,4.2,varanasi,2-star hotel,Breakfast,Free Wi-Fi,Paid parking,Air conditioning,Pet-friendly,Restaurant,Airport shuttle,Full-service laundry,978.0,https://www.agoda.com/search?text=goSTOPS%20Varanasi%20varanasi%20India
Radisson Hotel Varanasi,4.2,varanasi,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,7824.0,https://www.agoda.com/search?text=Radisson%20Hotel%20Varanasi%20varanasi%20India
Pearl Courtyard,4.3,varanasi,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,6957.0,https://www.agoda.com/search?text=Pearl%20Courtyard%20varanasi%20India
Hotel Yash Residency Near Assi Ghat & BHU,3.8,varanasi,3-star hotel,Breakfast,Free Wi-Fi,Paid parking,Air conditioning,Pet-friendly,Room service,Full-service laundry,Accessible,1338.0,https://www.agoda.com/search?text=Hotel%20Yash%20Residency%20Near%20Assi%20Ghat%20%26%20BHU%20varanasi%20India
Royal Guest House,4.1,varanasi,3-star hotel,Breakfast,Free Wi-Fi,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,Full-service laundry,1009.0,https://www.agoda.com/search?text=Royal%20Guest%20House%20varanasi%20India
Hotel Satkar,4.8,varanasi,Free breakfast,Free Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Restaurant,2528.0,https://www.agoda.com/search?text=Hotel%20Satkar%20varanasi%20India
"Rahi Tourist Bungalow, Varanasi",3.9,varanasi,2-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,1082.0,https://www.agoda.com/search?text=Rahi%20Tourist%20Bungalow%2C%20Varanasi%20varanasi%20India
"Hotel Surya, Kaiser Palace",4.2,varanasi,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Spa,Bar,4212.0,https://www.agoda.com/search?text=Hotel%20Surya%2C%20Kaiser%20Palace%20varanasi%20India
The Pinnacle Inn Sarnath - Best 4 Star Hotel in Sarnath,4.1,varanasi,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,Room service,4627.0,https://www.agoda.com/search?text=The%20Pinnacle%20Inn%20Sarnath%20-%20Best%204%20Star%20Hotel%20in%20Sarnath%20varanasi%20India
Hotel Costa River,4.0,varanasi,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,3020.0,https://www.agoda.com/search?text=Hotel%20Costa%20River%20varanasi%20India
Green Villa Kashi,3.1,varanasi,5-star hotel,Free breakfast,Air conditioning,Paid parking,Free Wi-Fi,No crib,No elevator,No fireplace,No fitness center,1313.0,https://www.agoda.com/search?text=Green%20Villa%20Kashi%20varanasi%20India
BlueBells Varanasi,3.3,varanasi,3-star hotel,Free Wi-Fi,Air conditioning,Fireplace,Paid parking,Free Wi-Fi,No crib,No elevator,No fitness center,2700.0,https://www.agoda.com/search?text=BlueBells%20Varanasi%20varanasi%20India
Hotel Ganges Grand - Varanasi,4.0,varanasi,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,5914.0,https://www.agoda.com/search?text=Hotel%20Ganges%20Grand%20-%20Varanasi%20varanasi%20India
Hotel Le Lotus Grand,4.2,varanasi,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Business center,2889.0,https://www.agoda.com/search?text=Hotel%20Le%20Lotus%20Grand%20varanasi%20India
Family Guest House,4.5,varanasi,1-star hotel,Breakfast,Free Wi-Fi,Pool,Air conditioning,Spa,Paid parking,Bar,Restaurant,725.0,https://www.agoda.com/search?text=Family%20Guest%20House%20varanasi%20India
Leela Guest House,3.6,varanasi,3-star hotel,Free Wi-Fi,Pool,Air conditioning,Restaurant,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,914.0,https://www.agoda.com/search?text=Leela%20Guest%20House%20varanasi%20India
Villa Benares,4.2,varanasi,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,Full-service laundry,2910.0,https://www.agoda.com/search?text=Villa%20Benares%20varanasi%20India
Hotel Uday Palace Varanasi,4.1,varanasi,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,2922.0,https://www.agoda.com/search?text=Hotel%20Uday%20Palace%20Varanasi%20varanasi%20India
Hotel Radiance Courtyard,4.4,varanasi,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,3941.0,https://www.agoda.com/search?text=Hotel%20Radiance%20Courtyard%20varanasi%20India
Hotel Four Element,4.4,varanasi,Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Full-service laundry,Accessible,No crib,3566.0,https://www.agoda.com/search?text=Hotel%20Four%20Element%20varanasi%20India
